Price,Bedrooms,Bathrooms,Floors,"Waterfront
0 = no
1 = yes","Condition
1 = worn out
5 = excellent","Grade
1 = poor
13 = excellent",Year Built,"Living Space 
(sq.ft.)","Lot Size 
(sq. ft.)"
240000,3,2,1,0,5,7,1970,1300,7920
262500,2,1.5,1,0,3,7,1949,2140,9860
440000,3,1.5,1,0,3,7,1940,1950,5000
160000,3,1,1.5,0,4,6,1910,1140,4700
427000,4,1,1.5,0,1,7,1901,1800,4000
920000,4,3.5,2,0,3,9,2005,3920,8154
2.30E+06,4,2.5,2,0,3,10,1911,3240,6674
480000,4,2.5,2,0,4,9,1977,2700,41221
615000,4,1.75,1,0,4,9,1977,2840,12000
736500,3,2,1.5,0,4,7,1915,1650,5040
542500,3,2.5,2.5,0,3,8,2004,1650,3053
191000,2,1,1,0,5,6,1952,1040,5200
730000,4,2.5,2,0,4,8,1991,2310,9068
1.23E+06,5,2.25,2,0,5,9,1901,2822,5000
129000,1,1,1,0,4,5,1967,1630,7952
284000,3,1.5,1,0,4,7,1957,1500,10937
645000,3,2.5,2,0,3,9,2003,2710,6629
218000,3,1.5,1,0,4,7,1968,1500,7776
675000,4,3.5,2,0,3,8,1999,2550,6875
575000,3,2.5,2,0,3,7,1984,1590,3880
225000,2,1,1,0,4,6,1950,1150,5250
626000,3,2.25,2,0,3,8,1989,1760,5454
499950,4,2.5,2,0,3,9,2001,1730,21420
405000,4,1.75,1,0,3,7,1956,2000,13529
152500,3,1,1,0,4,6,1969,1030,3200
325000,4,2.5,2,0,3,8,1994,2020,7035
475300,3,1,1,0,5,7,1924,1360,9827
485000,3,1.75,1,0,4,7,1967,2140,7560
720000,3,2.5,2,0,4,7,1919,1750,4400
465000,3,1.75,1,0,3,7,1924,1410,6561
489000,3,1.5,1,0,3,7,1930,1620,7930
3.10E+06,5,5.25,2,0,3,12,2006,3830,22605
288000,3,2.25,1,0,4,7,1977,1800,7350
225000,3,1.75,1,0,4,7,1968,1690,8080
499000,3,1.75,1,0,3,8,1952,2650,10120
632000,5,3,2,0,4,8,1985,3000,36558
580000,3,2.5,2,0,3,8,1992,2230,4500
730000,4,1.5,2,0,3,8,1912,2320,5500
325000,4,2.25,2,0,3,7,1998,1770,7778
421000,3,1.75,1,0,5,7,1964,1100,9240
316000,3,2.5,2,0,3,8,1998,1310,2767
415000,2,1,1,0,4,6,1914,1540,4200
401000,3,2.25,2,0,3,7,2003,1650,3093
229950,3,0.75,1,0,4,5,1944,1140,6955
539950,3,1.75,1,0,4,8,1966,2670,10000
335000,3,2,1,0,3,6,1919,1180,7200
339000,3,2.5,2,0,3,7,2004,1970,3748
414950,4,1.75,1,0,4,7,1918,1940,9315
650000,4,2,1,0,4,8,1966,1930,8976
445000,3,2.5,2,0,3,8,1994,2370,21781
295000,3,2.25,2,0,3,9,1974,2360,8000
975000,4,2.25,2,0,4,9,1912,1910,3990
296500,3,1.5,1,0,4,7,1961,1650,10032
440000,4,2.75,1,0,3,8,1979,2510,44866
420000,5,1.5,1,0,3,7,1962,1670,9750
302000,3,2.5,2,0,3,8,1994,2180,9184
350000,4,1.75,1,0,4,8,1986,2030,8183
667000,3,1.75,1.5,0,4,8,1933,2960,217800
645000,3,2,1,0,4,7,1941,1670,4000
430000,4,2.75,1,0,4,7,1988,1630,5400
413000,4,1,1,0,3,7,1925,1500,4800
420000,3,1,1,0,3,7,1968,1240,8260
495000,3,2.25,1,0,4,7,1979,1780,7200
2.19E+06,4,4.5,2,0,3,10,2004,3010,12163
965000,4,2.5,2,0,3,10,1990,3510,16153
500000,4,2.5,1,0,3,8,2008,1950,4680
636100,3,1,1.5,0,3,7,1919,1960,4000
720000,4,2.5,2,0,4,9,1986,2560,12648
298000,3,1.75,1,0,3,8,1962,2076,11200
409000,2,1.75,1,0,4,6,1925,1060,4000
370000,4,2.5,2,0,3,9,2005,2760,5749
230000,5,1,1,0,5,7,1967,1200,8346
290000,3,2,1,0,3,7,1952,1300,8138
420000,4,2.25,1,0,4,8,1977,2800,8374
917000,4,2.5,2,0,3,10,1995,3820,13521
957000,5,3.25,2,0,3,10,2005,3160,5746
482000,3,2.25,2,0,3,7,1989,1680,21485
488000,3,1.75,2,0,3,9,1990,2300,21618
760369,5,2.5,2,0,3,9,2014,2870,6768
170000,2,1,1,0,3,8,1950,1700,9355
625000,3,2.5,1,0,4,8,1976,2690,10183
357000,3,1.5,1,0,3,7,1976,1590,7400
583000,3,2.25,1,0,3,8,1989,1920,8276
173250,3,2,1,0,4,7,1954,1360,10125
414050,4,2,1.5,0,4,7,1956,1400,9434
400000,3,1.75,1.5,0,4,6,1928,1360,6150
537000,3,2,1.5,0,3,8,1982,2400,27003
465000,4,2.25,2,0,4,7,1977,2080,7700
425000,3,2.25,1,0,5,8,1969,2100,9536
445000,4,2,1,0,4,6,1940,2070,12054
179950,2,1,1,0,3,6,1958,1040,9600
275000,3,2.5,2,0,3,7,1996,1720,6537
190000,4,2.5,2,0,3,7,1994,1430,11463
385000,3,1.75,1,0,3,7,1982,1330,5196
303000,4,1,1,0,3,6,1928,1200,11325
165000,3,1,1,0,4,6,1967,1230,9504
600000,2,2,1,0,3,6,1944,2190,5000
710000,3,2.25,2,0,4,8,1978,3130,72309
875000,5,3.25,2,0,3,10,1990,3280,22393
269950,3,2.5,2,0,4,7,1996,1810,9601
838000,4,2.5,2,0,3,9,2001,3350,42847
670500,4,2,1,0,3,7,1951,2370,4500
420000,4,1.5,1,0,3,7,1960,1780,9390
370000,3,1.5,1,0,2,7,1952,1930,12548
360000,3,1.75,1,0,3,7,1957,1650,7392
562500,4,2.5,2,0,3,8,1991,2260,8268
360500,3,2.5,1,0,5,8,1961,1950,9680
389999,3,2.25,2,0,3,7,2003,1410,1399
450000,4,3,1,0,4,7,1967,1900,11160
247500,4,2,1,0,3,7,1962,1280,8415
208000,3,1,1,0,5,5,1948,1410,6240
455000,3,2.5,2,0,3,7,1993,2060,9681
379400,4,1.75,1,0,4,7,1950,1530,7680
190000,3,1.5,1,0,3,6,1906,980,6000
326188,3,1,1,0,3,7,1977,1600,12210
168000,2,2.5,2,0,3,7,1998,1380,1919
314000,4,2.5,2,0,3,8,2003,2980,6718
630000,4,2.75,2,0,3,9,2000,2390,39299
550000,3,1.75,1,0,4,7,1957,1340,8780
530000,4,2.25,2,0,3,8,1981,2100,10927
637500,3,1.75,1,0,4,7,1966,3340,10390
400000,3,2.5,2,0,3,8,1999,1390,3700
700000,5,2.75,2,0,4,8,1950,2120,8400
272000,3,2.5,2,0,3,7,1991,1580,8512
600000,4,2.5,2,0,3,8,2004,2870,6968
450600,2,1,1.5,0,4,7,1943,1310,7072
550000,3,2.25,2,0,3,10,1988,1940,5635
225000,3,1,1,0,5,6,1987,1250,8658
132825,3,1.5,1,0,5,6,1969,1120,5200
219950,3,1.5,1,0,5,6,1969,1120,5200
580000,5,2,1,0,5,7,1945,1700,6000
568000,3,1.75,1,0,3,7,1980,2860,208652
406000,3,1.75,1,0,4,7,1990,1630,7381
469000,3,1.75,1.5,0,3,7,1929,1080,4560
415000,3,2.5,2,0,3,8,2000,2040,6392
390000,3,1.5,1,0,4,7,1956,1520,11465
251000,3,1.75,1,0,3,8,1967,1520,9720
750000,3,2.5,2,0,3,9,2001,1770,6387
845000,4,2.5,2,0,3,9,1988,1940,5071
350000,3,1.5,1,0,4,7,1966,1860,17820
322000,3,1,1,0,3,7,1944,1509,5864
664500,4,2.25,2,0,3,8,2010,2580,9660
988000,3,1.75,1.5,0,4,8,1923,2190,3880
625000,2,1.75,1,0,5,7,1952,1270,5700
675000,2,1,1,0,3,6,1951,2800,11141
503000,3,1.75,1,0,4,7,1967,2150,9827
431000,4,2.25,1,0,4,8,1960,2080,11019
250000,3,1.75,1,0,4,7,1964,1590,10800
268500,4,2.5,2,0,3,8,2006,2100,4575
1.07E+06,6,3.25,2,0,4,9,1952,3560,24338
295000,4,2.5,2,0,3,7,2001,1710,7200
780000,3,2.25,1,0,4,8,1977,2700,11782
354000,3,2.5,2,0,3,8,1999,1990,15817
305000,2,1,1,0,3,6,1949,1270,7250
733000,5,2.75,2,0,3,8,2005,2940,6581
640000,4,2.75,1,0,4,8,1968,2390,9450
840000,4,2.5,1,0,3,8,1973,2140,6300
1.48E+06,5,3.25,1.5,0,4,10,1927,2690,7200
525000,3,1,1,0,4,8,1952,2130,8100
625000,4,2.75,1,0,4,7,1966,2400,9627
350000,3,2,3,0,3,8,2015,1480,3600
650000,4,2.75,3,0,5,8,1910,1470,4140
435000,2,1,1,0,3,7,1950,1690,4000
660000,3,1,1,0,3,8,1955,1580,9714
350000,3,1,1,0,4,6,1970,1490,12150
435000,3,2.5,1,0,3,8,1967,2060,6000
375900,6,1.5,1,0,4,8,1958,2010,28200
272000,3,3,1,0,4,8,1983,1670,9800
233000,3,1.75,1,0,2,7,1979,1310,7865
500000,4,1.5,1.5,0,3,7,1915,1360,5750
540000,4,1.75,1,0,3,8,1977,1910,10026
712000,3,2.5,2,0,3,9,2002,2095,4442
425000,4,2.5,2,0,3,7,2005,2950,4504
242000,3,1.75,1,0,5,7,1944,1330,6099
515000,5,3.25,1,0,5,7,1977,2150,10500
415000,4,1.75,2,0,4,7,1970,1310,7700
375000,3,2.75,1,0,4,8,1977,2680,9896
182500,3,1,1,0,4,7,1971,1530,7200
310000,3,1.5,1,0,3,7,1963,2240,11328
360000,3,1.75,1,0,3,7,1947,1610,6000
889000,4,3.5,2,0,3,9,2004,3920,8598
450500,2,1,1,0,3,7,1952,1900,5000
342000,4,2.25,2,0,3,9,2013,1757,3547
413000,3,2,1,0,3,8,1996,1800,3451
960000,5,4,2,0,3,10,2005,4100,19036
180000,2,1,1,0,3,7,1947,1060,9352
770000,4,2.5,2,0,3,10,1995,3280,14910
224400,3,1.75,1,0,3,7,1994,1280,7200
280000,3,1.5,1,0,3,7,1956,1080,9425
500000,3,2.5,2,0,3,8,2000,1670,2897
153000,2,1,1,0,5,6,1943,1230,9000
385000,3,2.25,1,0,4,7,1921,1580,5134
325000,2,1,1,0,3,7,1947,1050,5534
315000,4,3,2,0,3,7,2004,890,4288
294999,4,2.5,2,0,3,7,1994,1580,9614
175000,3,1.75,1.5,0,4,8,1963,1820,14806
299000,3,1.75,1.5,0,4,8,1963,1820,14806
146000,2,1,1,0,3,6,1937,1670,9750
290000,3,2.25,1,0,3,7,1962,1420,10260
1.78E+06,3,3.25,2,0,3,10,2005,3030,6600
367500,2,1,1,0,3,6,1919,1040,4800
535000,4,2.5,2,0,3,8,1994,2500,14564
334999,3,2.5,2,0,3,7,1998,1630,18750
655000,3,1.75,1,0,4,7,1952,1720,5760
1.30E+06,4,3.5,1.5,0,5,8,1985,2570,10125
480000,4,2.25,1,0,4,7,1977,2090,10563
465000,3,1.5,1,0,4,7,1941,1280,4720
297950,3,2,1,0,3,7,1967,1480,8840
590000,3,2,1.5,0,3,7,1915,1680,3695
805000,4,2.75,1,0,5,8,1950,1760,6000
204250,3,2.25,1,0,4,7,1984,1580,8063
500000,3,2.25,2,0,4,8,1994,1810,4770
490000,4,2.5,1,0,4,9,1977,3480,14175
2.50E+06,4,3.75,1,0,3,9,1951,4780,18480
750000,3,2.5,2,1,4,9,1990,2350,41433
405000,4,2.5,2,0,3,9,2002,2440,15815
209995,2,1,1,0,5,5,1953,960,6060
680000,4,2.5,2,0,3,9,1998,2520,6890
355000,3,1.75,1,0,4,6,1948,1240,7740
280000,2,1,1,0,3,6,1942,1240,6600
385000,3,2.25,1,0,3,7,1978,1800,11500
505000,4,2.75,1,0,4,8,1962,2140,11321
429900,4,3.25,2,0,3,9,1991,2490,8638
560000,4,2.5,2,0,3,9,1989,2670,9782
231000,3,2,1,0,4,7,1977,1640,5200
135000,2,1,1,0,4,6,1943,760,4440
800000,4,3,1,0,3,8,1954,1570,2153
420000,3,2.5,2,0,3,8,2002,1950,8603
360000,3,1,1,0,3,7,1963,2020,9600
642000,4,2.5,2,0,3,9,1992,2780,8357
379950,3,2,1,0,3,7,1985,1070,3471
745000,3,1.75,1.5,0,5,9,1959,2530,11041
630000,4,2,1.5,0,4,9,1930,1820,4000
250000,3,2.5,2,0,4,7,1985,1770,7396
275000,3,1,1,0,3,7,1968,1210,9870
435000,6,3,1,0,4,7,1957,3040,6000
175000,2,1,1,0,3,5,1941,1250,8046
560000,4,1.75,1.5,0,4,7,1944,1390,3880
325000,4,2.25,1,0,4,7,1959,2000,9790
1.19E+06,3,2.75,2,0,5,9,1905,2810,5568
399950,3,2.5,2,0,3,9,1989,2590,10078
752000,4,2.5,2,0,4,9,1991,2980,10547
1.20E+06,4,3.5,2,0,3,10,2003,2860,36460
400000,4,1.5,1,0,4,7,1952,1760,10283
240000,3,2,1,0,4,7,1900,1140,6000
640000,5,2.5,2,0,3,8,2003,2550,4759
564450,3,2.5,2,0,3,9,1998,2730,7266
300000,3,1.5,1,0,4,6,1948,1680,199069
286000,3,2.5,2,0,3,8,2003,1800,5559
531800,3,2.5,2,0,3,7,2004,2410,5080
502000,4,2.25,1,0,3,7,1977,2350,9000
993500,4,2.25,2,0,4,10,1968,2820,10871
450000,3,1,1,0,4,7,1954,1450,10000
997950,4,3.5,2,0,3,9,2008,2610,5251
526000,3,1,1.5,0,5,7,1913,1490,5250
335000,3,1.75,1,0,4,7,1952,1700,10830
187250,2,1,1,0,5,6,1926,1320,14700
735000,3,2.25,1,0,5,7,1948,1570,5000
425000,3,1,1,0,3,7,1951,1740,7020
110000,3,1,1,0,5,6,1945,1820,217800
305000,3,2,1,0,3,7,1994,1540,7529
212000,3,1,1,0,3,6,1962,1300,13500
1.38E+06,5,4.25,1,0,4,10,1979,3600,25120
298950,5,2.25,1,0,3,8,1963,2350,11505
525000,3,1.75,1,0,4,7,1977,1330,8136
707000,4,3.25,2,0,3,9,2004,3120,6094
695000,3,2.75,2,0,3,10,1993,2850,8469
796500,3,2.75,2,0,3,10,1993,2850,8469
420000,4,2.5,1,0,3,7,1973,1770,8071
625000,5,2.5,1,0,4,8,1955,2550,20409
620000,3,1.75,1,0,4,8,1957,2410,8800
1.45E+06,5,2.75,1,0,4,9,1953,2970,19862
549950,5,2.5,2,0,3,9,1984,2560,49044
275000,4,2,1,0,3,5,1943,1500,11902
705000,3,2.5,1,0,3,9,1979,2300,7200
197000,3,1.75,1,0,4,7,1976,1580,7503
265000,3,1.75,1,0,3,8,1991,1730,7954
297000,4,1.75,1,0,4,7,1951,1540,6916
207500,3,1.75,1,0,4,7,1970,1340,11039
410000,3,2.5,3,0,3,8,2014,1509,1991
268000,3,2,1,0,3,7,1994,1600,8308
330000,4,1.75,1,0,4,6,1967,1720,50094
417500,3,1,1,0,4,6,1917,1800,2267
760000,4,2.25,2,0,4,8,1979,2470,9100
499000,3,2.5,3,0,3,8,1995,1680,1592
620000,4,2.5,2,0,3,8,1987,1980,8485
315000,3,2.5,2,0,3,7,1992,1850,6209
624950,3,2.5,2,0,4,8,1994,1980,5010
525000,3,2.25,1,0,4,7,1961,1920,13608
300000,2,1.5,2,0,3,7,1982,1400,3425
299900,4,2.75,1,0,4,8,1977,2350,7600
299000,3,2.5,1,0,4,7,1966,2110,10119
1.88E+06,4,2.75,1,0,4,10,1968,3480,19863
265000,4,1.75,1,0,5,6,1958,1530,10587
280000,2,1.75,1.5,0,2,6,1948,1800,3572
124740,3,1,1,0,4,6,1978,1320,9800
1.09E+06,3,2.75,1,0,5,9,1957,3920,36740
1.97E+06,8,3.5,2,0,5,10,1959,4440,8640
219000,4,1,1.5,0,4,6,1948,1280,7048
569950,5,1,1.5,0,4,8,1926,1420,6250
212500,2,2,1,0,4,6,1938,1790,9199
680000,3,2.25,1,0,5,7,1960,1780,8400
1.46E+06,4,1.5,2,0,4,9,1909,2420,6900
300000,3,1,1,0,4,7,1971,1250,7700
629950,3,2.5,2,0,3,9,2014,1610,1249
349900,2,1.75,1,0,3,6,1969,1550,10856
690000,4,2.5,2,0,3,8,2001,2670,4410
1.45E+06,5,4,2,0,3,10,2014,2640,9401
1.29E+06,3,2.5,2,0,3,11,1987,3470,12331
696000,4,3.5,2,0,3,9,1996,2860,34284
650000,3,2.25,2,0,3,8,1976,2060,120225
640000,3,3.5,2,0,3,8,1998,2380,11310
499950,5,2.5,1,0,3,9,1978,2500,15778
490000,4,2.5,2,0,3,10,1997,3370,8869
685000,5,2.5,2,0,3,9,2003,3670,6087
387500,4,1,2,0,3,6,1942,1090,6300
401750,2,1.5,2,0,3,8,2005,1170,1888
254950,4,2,1,0,5,7,1977,1630,8800
500000,4,2.25,2,0,4,8,1977,2410,36680
856500,4,2.5,2,0,3,10,2003,3290,7467
552000,3,1,1,0,4,6,1919,1630,4600
506500,4,2.5,1,0,4,7,1978,2070,7200
500000,3,2.25,2,0,3,8,1988,1960,4808
280000,4,2.75,1,0,3,7,1968,1740,10080
308000,3,1.75,1,0,4,7,1979,1630,11475
613500,3,2.5,2,0,3,8,1989,2270,7192
255000,3,1.75,1,0,3,7,1976,1550,9750
545000,3,2.5,2,0,3,10,1977,3080,215186
620000,4,2.5,1,0,5,7,1966,1920,22474
450000,3,1.75,1.5,0,4,7,1949,990,6800
279000,4,1.75,1,0,3,7,1976,1840,7275
625000,3,2.5,2,0,3,9,2009,2250,3200
274950,3,1.75,1,0,3,7,1987,1650,8585
423000,3,1.75,1,0,4,7,1952,1700,6040
350000,2,1,1,0,5,6,1950,952,5820
305000,4,1.75,1,0,3,7,1968,1450,7800
368000,3,1.75,1,0,4,7,1966,1830,8650
232000,3,1.75,1,0,3,7,1984,1440,6682
250000,4,3,2,0,3,7,2000,1830,6900
220000,3,1.75,1,0,4,7,1966,1420,7938
435000,3,2,1,0,3,7,1986,1630,3800
350000,2,1,1,0,4,6,1922,1080,7680
206325,5,2.5,1.5,0,3,7,1970,1720,8478
339000,5,2.5,1.5,0,3,7,1970,1720,8478
399000,4,2.5,1,0,5,7,1969,1750,7200
529000,2,1,1,0,3,6,1950,1330,6462
640000,4,2.5,2,0,3,9,1999,2970,8683
735000,4,2.5,3,0,3,8,2004,1270,3060
378000,5,2.5,1,0,4,8,1960,460,18000
775000,3,2,1.5,0,4,8,1905,2040,5900
2.25E+06,3,4.25,2.5,0,3,11,1954,4270,7800
1.35E+06,4,4.5,3,0,3,9,2014,1360,5580
380000,4,2.5,1,0,3,8,1967,2020,10918
624900,4,2.5,1,0,3,8,1967,2020,10918
379770,3,2.5,2,0,3,8,2005,1470,1576
340000,3,1.75,1,0,3,8,1976,1160,10565
515500,4,2.75,2,0,3,8,2005,2830,7916
600000,4,2.25,1.5,0,3,7,1908,1980,4750
400000,1,1,1,0,3,6,1960,1620,24225
364000,4,1,1.5,0,5,6,1947,1290,11213
440000,4,2.5,2,0,3,8,1989,1980,7526
285000,2,1,1,0,3,6,1954,1530,8000
669000,3,1,1.5,0,5,7,1915,1530,4500
475000,4,2,1,0,5,7,1962,1470,8675
747000,2,1,1,0,4,7,1911,1560,4000
317000,3,1.5,1,0,2,7,1981,1060,5750
390000,2,1,1,0,4,6,1941,1580,9095
1.07E+06,4,2.5,2,0,3,9,2012,1660,5000
1.21E+06,4,2.75,1,0,3,9,1960,1620,5500
580000,3,1.75,1,0,3,7,1908,1250,4080
518000,4,2.5,1,0,3,8,1969,2070,9683
147500,3,1.75,1,0,3,7,1969,1010,6552
555000,4,2.25,1,0,4,8,1965,1980,8700
427500,2,2,3,0,3,8,2008,1090,1376
1.74E+06,3,2.5,1.5,0,5,10,1982,3810,26400
265950,3,2.5,2,0,3,7,2002,2060,4384
247500,2,1,1,0,3,6,1950,990,6790
244000,4,1,1,0,3,6,1943,1160,7680
578550,3,2.5,2,0,4,8,1989,2330,7795
451000,4,2.5,2,0,3,7,2005,1650,2051
489000,2,1.75,2,0,3,8,2004,1350,4479
190000,2,1,1,0,2,5,1915,1680,16730
475000,3,3,1,0,3,7,1978,2270,16000
485000,3,2,1.5,0,3,7,1905,1420,4590
530000,3,2.75,2,0,3,8,1987,2440,189100
379000,4,2.5,2,0,3,9,1994,2770,10155
1.63E+06,5,2.5,2,0,4,9,1964,3740,17853
739000,3,1.75,1.5,0,4,8,1926,2220,5960
189950,3,1,1,0,5,6,1969,920,4770
637500,4,3,2,0,3,8,1999,2330,3541
2.23E+06,3,3,1,0,4,9,1949,3220,12528
209950,3,1,1,0,4,7,1963,1370,10112
460000,3,1,1,0,3,6,1944,1050,7000
543500,4,2.5,2,0,3,8,1998,2420,5817
376000,4,2.75,2,0,3,8,2005,2420,6200
430000,3,2.25,2,0,3,8,2005,1380,1107
515000,4,2.5,1,0,4,7,1953,2400,14605
580000,7,2.75,1.5,0,3,6,1915,1340,3825
600000,5,3.5,2,0,3,9,1998,3330,13000
476800,3,1.75,1.5,0,4,6,1919,2070,43995
815000,3,1.5,2,0,4,8,1916,1580,3570
455600,3,2.5,2,0,3,7,1998,2420,5818
270000,3,1,1,0,3,7,1969,1010,9514
1.20E+06,5,4,3,0,3,10,1974,1530,3600
525000,2,1.5,1.5,0,3,7,1903,1340,3600
242000,3,1.75,1,0,3,7,1979,1440,9893
715000,4,2.5,1,0,4,8,1960,2650,30500
475000,3,2.75,2,0,3,8,1999,1890,4142
370000,4,3,2,0,3,8,1999,2010,5600
788600,4,2.75,2,0,3,9,2005,3920,7666
160000,2,1,1,0,5,6,1912,910,5080
800000,5,1.75,2,0,3,7,1930,1710,87120
520000,4,3,2,0,4,8,1992,2130,5142
725000,3,1.75,2,0,3,8,1985,2140,5000
335000,4,1,1.5,0,4,7,1914,2380,6000
919000,4,2.5,1,0,3,10,1993,3530,17026
425000,3,2.75,2,0,3,9,1986,2150,14048
420000,5,2.5,1,0,3,7,1983,1830,8700
905000,4,3,2,0,4,10,1981,3370,38896
435000,2,1,1,0,4,7,1940,1390,6000
438000,3,2.5,2,0,3,7,2003,1560,3070
725000,4,2.75,2,0,3,8,1994,2670,7506
840000,4,1.75,2,0,5,8,1924,2040,4000
425500,3,2.5,2,0,3,8,1978,1850,2778
853505,3,2.5,1,0,3,9,1985,3740,14890
398000,2,1,1.5,0,3,5,1983,2020,15180
418500,3,2.5,2,0,3,7,2007,2060,4399
826000,3,1.5,1.5,0,3,9,1929,2560,5000
742000,4,2.5,2,0,3,10,1997,3540,10986
180000,4,1,1.5,0,3,6,1924,1770,18581
286000,4,1.75,2,0,2,8,1978,2410,7700
421200,3,2.5,2,0,3,7,2003,1650,3060
390000,3,3,1,0,3,8,1994,2480,10667
739000,4,2.5,2,0,3,9,2002,2750,7950
499900,4,3,2,0,4,7,1968,1500,6534
670000,3,2.25,1,0,3,8,1950,2060,12304
842500,3,2.25,1.5,0,3,8,1910,2970,4320
492500,2,2.25,2,0,4,7,1978,1600,198414
836500,3,2.5,3,0,3,9,1996,2230,7200
334000,2,1,2,0,4,7,1945,1570,1830
179900,3,1,1,0,3,6,1977,1270,9680
563000,3,2,1,0,3,7,1940,1310,5535
310000,3,2.5,2,0,3,7,2003,2100,6525
335000,4,2.25,1,0,3,7,1965,1880,8817
499950,4,2.25,1,0,3,7,1965,1880,8817
658500,2,1,1.5,0,3,8,1927,1410,4224
297000,2,1.5,3,0,3,7,1999,1430,1650
725000,6,1.75,2,0,3,8,1917,2030,4080
780000,3,2.25,1,0,3,6,1983,2590,53024
252500,3,1,1,0,3,7,1947,1610,6127
330000,3,2.5,2,0,3,7,2005,1120,2594
525000,3,2.5,1,0,3,9,1990,2450,9608
365000,2,1.75,1,0,4,7,1982,1280,7500
500000,4,3,2,0,3,7,1930,1630,4950
179950,3,1,1,0,5,6,1969,960,5200
440000,3,2,1,0,3,7,2007,2290,43560
145000,1,0.75,1,0,2,4,1948,1550,9924
331000,4,3,2,0,3,8,2005,2075,5720
780000,3,2.25,2,0,3,9,1905,1430,4712
855000,3,1.75,1,0,3,7,1965,1880,4000
225000,3,2.25,1,0,3,8,1986,1650,6033
199000,3,1,1,0,3,7,1966,1180,7220
550000,3,1.75,1.5,0,3,8,1979,2590,37500
1.43E+06,4,4.25,2.5,0,3,11,1909,2160,4080
805000,3,2,1.5,0,4,8,1929,2060,4500
261000,3,1.5,1,0,3,7,1983,1790,37531
347000,3,1,1,0,3,7,1968,1430,8370
390000,3,2.25,1,0,3,7,1979,1520,9394
436000,4,2.5,2,0,3,7,2000,2460,4057
1.80E+06,5,3.25,1,0,3,10,1977,3450,20176
557000,3,2.5,3,0,3,8,2004,1500,1527
135000,3,1,1,0,3,7,1959,1240,9198
425000,3,2.5,2,0,3,8,1993,2450,14025
648752,3,2.25,1,0,5,8,1964,2340,9600
1.39E+06,4,3,1,0,3,9,1972,2990,20098
630100,4,2.75,1,0,5,7,1977,1770,11357
739000,4,2.5,2,0,3,9,1999,2750,60351
269000,3,1.5,2,0,3,7,1986,1230,5250
250000,3,1,1,0,5,6,1942,1140,5038
475000,5,2.75,2,0,3,7,2007,2440,5250
290000,1,1,1,0,2,6,1916,1100,4560
219000,3,1,1.5,0,3,7,1953,1470,10600
416000,2,1,1,0,5,6,1918,1250,6650
179000,2,1,1,0,3,6,1949,1100,8916
302000,4,2.75,1,0,4,7,1988,1790,7627
565000,4,2,2,0,3,7,1961,2560,8281
281700,3,1,1,0,3,7,1962,2030,8295
480000,2,1,1,0,3,7,1902,2050,3420
775000,4,2.5,2,0,3,9,1988,3020,15522
375000,3,1.75,1,0,5,7,1947,1570,11052
345000,3,1.5,2,0,3,7,1979,1390,11860
300000,3,3,1,0,3,8,1977,1800,9375
364950,4,2.5,2,0,3,8,2002,1900,2957
410000,3,3.25,1,0,4,8,1956,2400,7727
231000,3,1.75,1,0,3,7,1978,2000,8028
445000,3,2,1,0,3,9,1987,2250,9890
530000,2,2.5,2,0,3,7,1975,1780,794
353500,3,2.5,2,0,3,8,2008,1270,925
209950,3,1.5,1,0,3,7,1960,1380,9200
650000,3,1.75,1,0,4,8,1950,1820,7200
325000,2,1,1,0,3,7,1948,1120,4494
257000,3,2.25,1,0,3,8,1978,1870,8165
337000,4,2.5,2,0,4,7,2002,1970,4919
541000,3,2.5,2,0,3,8,2005,1700,3365
577500,3,2.5,2,0,3,9,1984,2400,9536
560000,3,2.5,1,0,3,8,1978,2510,5330
979700,5,3,1.5,0,3,7,1927,1890,5500
750000,5,3,1,0,3,8,1960,2040,8560
407500,2,1,1,0,3,7,1923,1440,4000
530000,4,1.75,1,0,4,7,1951,1290,5000
235000,4,1.75,1,0,4,7,1977,1910,8400
715000,4,2.5,1.5,0,3,7,1928,1400,3840
795000,5,3,1,0,4,7,1957,2520,10000
465000,4,2.5,1,0,4,9,1968,2100,10454
287600,3,2.5,2,0,3,7,1990,1540,8588
630000,6,3,2,0,3,8,1982,2470,9454
445000,3,2.25,1,0,3,7,1986,1620,7429
490000,4,2.25,1,0,3,8,1978,2370,16000
565000,3,1.75,1,0,3,8,1954,1980,5000
330000,3,2.5,2,0,3,8,2008,1740,1789
463000,4,2.75,1,0,3,7,1961,2230,6000
1.87E+06,5,4,2,0,3,10,1969,3510,13500
219500,3,1,1.5,0,5,5,1912,1170,6708
622200,3,1.75,1,0,3,7,1959,1380,8000
474800,2,3.25,3,0,3,8,2000,1400,1335
465000,4,2.5,1,0,5,7,1965,1850,7200
389950,3,1.75,1,0,3,8,1966,2100,8446
650000,4,2.5,2,0,4,8,1984,2500,13285
395000,3,2,1,0,3,7,2003,1500,4662
304500,4,2.5,2,0,3,8,2001,2260,5232
307000,3,1,1,0,3,6,1949,1180,9660
485000,3,2.5,1,0,3,7,1938,1000,6638
1.56E+06,5,3,1,0,4,9,1960,3620,16200
650500,5,4.25,2,0,3,7,1955,1400,9750
960000,4,2.5,2,0,4,9,1986,2670,10355
710000,3,2.5,2,0,3,9,1997,2460,9160
540000,3,2.5,1.5,1,3,8,1912,1700,14700
